City,State,Start_Lat,Start_Lng,n_acc,n_rows,County
Bellows Falls,VT,43.17624796004129,-72.46324448792919,5,17,Windham
Bellport,NY,40.785386604280276,-72.94772199450114,59,101,Suffolk
Bells,TN,35.62590917567706,-89.09823225507579,8,27,Haywood
Bells,TX,33.6554666075,-96.3975029675,5,20,Grayson
Bellville,OH,40.61151257692307,-82.56903971153847,7,26,Richland
Bellville,TX,29.946724999999997,-96.257977,1,7,Austin
Bellvue,CO,40.65610668804261,-105.42493490301555,15,30,Larimer
Bellwood,IL,41.87251736633398,-87.86502094689277,110,129,Cook
Bellwood,PA,40.602868168837894,-78.32469479645974,25,55,Blair
Belmar,NJ,40.168070190401814,-74.08617791670515,156,254,Monmouth
Belmond,IA,42.834769869565214,-93.61687934782609,5,23,Wright
Belmont,CA,37.520472664533074,-122.2840416827511,281,359,San Mateo
Belmont,MA,42.390960908032135,-71.17815662971888,29,83,Middlesex
Belmont,MI,43.08382832814845,-85.59521825452937,114,163,Kent
Belmont,NC,35.25403984603433,-81.03592559418473,188,256,Gaston
Belmont,NH,43.48307232727272,-71.48989532727272,14,33,Belknap
Belmont,NY,42.26047775,-78.0051025,3,10,Allegany
Belmont,OH,40.061059719999996,-81.04623959999999,11,25,Belmont
Belmont Hills,PA,40.002655,-75.237723,1,2,Montgomery
Beloit,OH,40.914375444444445,-80.99051111111112,2,9,Columbiana
Beloit,WI,42.54636923357822,-89.01100224200519,43,89,Rock
Belpre,OH,39.29614008,-81.63472460583333,7,24,Washington
Belsano,PA,40.51966056,-78.8721754,4,5,Cambria
Belspring,VA,37.183925,-80.623662,2,4,Pulaski
Belt,MT,47.314462797665804,-110.91690898519896,43,76,Cascade
Belton,MO,38.82553453627826,-94.51839572488407,153,174,Cass
Belton,SC,34.52567162545721,-82.49678145869962,593,1369,Anderson
Belton,TX,31.044007748632264,-97.46718897368484,8,29,Bell
Beltsville,MD,39.04784107586019,-76.91123757532355,510,676,Prince George's
Belvedere Tiburon,CA,37.89973605079365,-122.48603847272727,39,99,Marin
Belvedere-Tiburon,CA,37.89726470689655,-122.4821280862069,7,29,Marin
Belvidere,IL,42.23503762643072,-88.8389769786589,60,86,Boone
Belvidere,NC,36.261962630975,-76.5284721234501,3,11,Perquimans
Belvidere,NJ,40.836751,-75.025947,1,2,Warren
Belvidere,TN,35.129290999999995,-86.180015,1,2,Franklin
Belview,MN,44.54170217,-95.35179733000001,13,25,Redwood
Belzoni,MS,33.18373275379923,-90.54407558027287,2,8,Humphreys
Bemidji,MN,47.48695495965851,-94.89527410017622,224,376,Beltrami
Bemus Point,NY,42.1493565347315,-79.37263133497177,4,7,Chautauqua
Ben Lomond,CA,37.08489140628705,-122.0887091328889,178,331,Santa Cruz
Bena,MN,47.34471609866346,-94.19296763273466,19,36,Cass
Benbrook,TX,32.683785,-97.425025,1,5,Tarrant
Bend,OR,44.06161194187364,-121.31383305862973,1170,1511,Deschutes
Bendersville,PA,39.9746966,-77.24899239999999,2,10,Adams
Benedict,KS,37.63887804665082,-95.73896812409623,3,8,Wilson
Benezett,PA,41.30798433333333,-78.38646352380951,6,21,Elk
Benicia,CA,38.0766269492582,-122.14013663142943,434,582,Solano
Bennet,NE,40.698447263157895,-96.52787878947368,4,19,Lancaster
Bennett,CO,39.77359847430945,-104.44669125176578,63,126,Adams
Bennett,NC,35.6302405,-79.556191,2,2,Randolph
Bennettsville,SC,34.63245706919167,-79.68929250863242,442,1128,Marlboro
Bennington,NE,41.3493999,-96.1659827,4,20,Douglas
Bennington,NH,42.99461388888889,-71.91058944444444,2,9,Hillsborough
Bennington,VT,42.898039000000004,-73.11078300000001,2,6,Bennington
Bensalem,PA,40.08843370788385,-74.95215260166,464,538,Bucks
Bensenville,IL,41.961412183394195,-87.9493176473615,327,538,DuPage
Benson,MN,45.319599494473,-95.58191981134894,29,86,Swift
Benson,NC,35.41750303876161,-78.54267541120846,201,339,Johnston
Bent Mountain,VA,37.173691,-80.11264,1,6,Roanoke County
Bentleyville,PA,40.12754136406836,-80.0077920592605,40,67,Washington
Benton,AR,34.551201807948715,-92.63480543149664,373,506,Saline
Benton,CA,37.81722019029725,-118.51503212444054,18,49,Mono
Benton,IL,37.994001758643705,-88.9336401468845,35,42,Franklin
Benton,KY,36.909502127144194,-88.38278117622876,10,22,Marshall
Benton,MO,37.1096742,-89.548794,2,5,Scott
Benton,MS,32.831727,-90.30981,2,5,Yazoo
Benton,PA,41.24500677693201,-76.37448860192059,70,197,Columbia
Benton,TN,35.18615207291667,-84.61644188541668,12,32,Polk
Benton City,MO,39.164136,-91.723564,1,4,Audrain
Benton City,WA,46.24704142999091,-119.51852959697166,2,11,Benton
Benton Harbor,MI,42.11992348316645,-86.39115366011615,253,306,Berrien
Bentonia,MS,32.61861,-90.369545,1,4,Yazoo
Bentonville,AR,36.393820576208086,-94.20282957621436,133,239,Benton
Bentonville,VA,38.822808870689656,-78.27669053448275,9,29,Warren
Benwood,WV,40.01322213888889,-80.73041771296296,8,18,Marshall
Berea,KY,37.59214703846154,-84.29946080769231,6,26,Madison
Berea,OH,41.368320047333334,-81.858845456,8,30,Cuyahoga
Beresford,SD,43.1350586,-96.79574039999999,3,15,Lincoln
Bergen,NY,43.048486027382665,-78.0201240291405,59,95,Genesee
Bergenfield,NJ,40.914009,-74.008348,1,4,Bergen
Bergholz,OH,40.4503486,-80.8478208,6,15,Jefferson
Bergton,VA,38.76177656410256,-78.94996694871794,6,26,Rockingham
Berkeley,CA,37.87411407482376,-122.30043383374431,1693,1961,Alameda
Berkeley,IL,41.886228065069176,-87.91907333729282,236,272,Cook
Berkeley Heights,NJ,40.673194985625116,-74.40600128348498,47,58,Union
Berkeley Springs,WV,39.59575353289809,-78.2418906064589,37,83,Morgan
Berkley,MA,41.846456613116885,-71.06287524675325,8,11,Bristol
Berkley,MI,42.4884,-83.201912,1,6,Oakland
Berlin,CT,41.628630269157796,-72.75498892518151,79,142,Hartford
Berlin,MA,42.38968509282886,-71.6194587231227,33,56,Worcester
Berlin,MD,38.35205972469698,-75.18536441059295,162,279,Worcester
Berlin,NJ,39.77675623021484,-74.92426179313233,37,88,Camden
Berlin,PA,39.94590609024612,-78.91970766146517,186,334,Somerset
Berlin,WI,44.042561,-88.98423000000004,1,5,Waushara
Berlin Center,OH,41.00256,-80.857407,1,4,Mahoning
Berlin Heights,OH,41.33001875,-82.46655861764707,14,34,Erie
Bern,KS,40.00072,-96.049728,1,3,Nemaha
Bernalillo,NM,35.354162500823655,-106.57369821040696,9,23,Sandoval
Bernard,IA,42.336028545454546,-90.86411290909092,2,11,Dubuque
Bernardston,MA,42.67234128571429,-72.52579257142857,2,7,Franklin
Bernardsville,NJ,40.710054,-74.568768,1,4,Somerset
Berne,IN,40.658406750000005,-84.9129945,2,8,Adams
Berne,NY,42.61975157708471,-74.10535865717775,2,9,Albany
Bernhards Bay,NY,43.242326,-75.92466800000003,2,2,Oswego
Bernville,PA,40.46635306321883,-76.13642168626698,80,145,Berks
Berrien Springs,MI,41.96269188596491,-86.37055848464912,20,38,Berrien
Berry,AL,33.55711594796065,-87.61336164263312,27,68,Tuscaloosa
Berry Creek,CA,39.65803255521629,-121.39504502595419,56,131,Butte
Berryville,AR,36.331199500000004,-93.51621725,5,28,Carroll
Berryville,VA,39.159609930045214,-77.9792752274608,205,300,Clarke
Bertha,MN,46.23114293333333,-95.05988113333333,3,15,Todd
Berthold,ND,48.329305502171714,-101.78945189171539,9,29,Ward
Berthoud,CO,40.32280435562142,-104.99674937972442,90,106,Weld
Bertrand,MO,36.894881346555536,-89.4726176248703,5,13,Mississippi
Berwick,LA,29.69417285714286,-91.22036585714285,2,7,St Mary
Berwick,PA,41.05969794151576,-76.26094754999785,133,297,Columbia
Berwyn,IL,41.81393384609624,-87.78368718064884,271,325,Cook
Berwyn,PA,40.05090382449406,-75.45282683657061,203,383,Chester
Berwyn Heights,MD,38.99795971428572,-76.91336385714285,2,7,Prince George's
Beryl,UT,37.70621889435903,-113.64115166362646,11,28,Iron
Bessemer,AL,33.380315426326575,-86.96213160806161,388,483,Jefferson
Bessemer,OH,40.95337,-80.518996,1,6,Mahoning
Bessemer,PA,40.942978,-80.518991,1,5,Lawrence
Bessemer City,NC,35.28624361017729,-81.27861028863792,39,86,Gaston
Bethany,CT,41.45974681978041,-72.96680616218214,10,32,New Haven
Bethany,LA,32.38148436842105,-94.00934289473685,4,19,Caddo
Bethany,MO,40.280361000000006,-94.012421,2,7,Harrison
Bethany,OK,35.51326113580247,-97.64803986111112,20,54,Oklahoma
Bethany Beach,DE,38.599884,-75.062681,2,6,Sussex
Bethel,CT,41.41920291655627,-73.39464631253536,28,55,Fairfield
Bethel,DE,38.573590499999995,-75.60497700000002,2,6,Sussex
Bethel,MN,45.38493350000001,-93.23571399999999,2,3,Anoka
Bethel,NC,35.831688315091654,-77.37550512130245,12,46,Edgecombe
Bethel,NY,41.6852835,-74.87697399999999,2,4,Sullivan
Bethel,OH,38.98677478125,-84.0226359375,14,48,Brown
Bethel,PA,40.48720100590474,-76.24762357940511,88,136,Berks
Bethel Heights,AR,36.239101,-94.121643,1,3,Benton
Bethel Island,CA,38.022819832508254,-121.63133375,30,101,Contra Costa
Bethel Park,PA,40.3191931875,-80.04430256250001,4,16,Allegheny
Bethesda,MD,39.004191397581806,-77.1267737208122,2025,2359,Montgomery
Bethesda,OH,40.057662471014496,-81.10167172101451,14,23,Belmont
Bethlehem,CT,41.628888,-73.205605,2,6,Naugatuck Valley
Bethlehem,GA,33.93666484802709,-83.73527423462123,34,65,Barrow
Bethlehem,NH,44.28062533333333,-71.73802966666668,2,9,Grafton
Bethlehem,PA,40.64144138980536,-75.37001046556394,773,960,Northampton
Bethpage,NY,40.740561418866264,-73.47844058731802,56,115,Nassau
Bethpage,TN,36.45293788888889,-86.29028473333334,8,45,Sumner
Bethune,CO,39.29395198236354,-102.48552992058663,7,20,Kit Carson
Bethune,SC,34.416421566339785,-80.36475819618146,64,195,Kershaw
Bettendorf,IA,41.55766749394221,-90.49847157034435,111,145,Scott
Beulah,CO,38.05851233333333,-104.98724966666666,2,9,Pueblo
Beulah,MI,44.642649750000004,-86.031737,3,8,Benzie
Beulah,WY,44.5440137384198,-104.10225033710432,1,5,Crook
Beulaville,NC,34.893601264285714,-77.7999693142857,12,28,Duplin
Beverly,MA,42.56487117037037,-70.87994612222222,20,36,Essex
Beverly,NJ,40.04275269123009,-74.91194394984461,17,52,Burlington
Beverly Hills,CA,34.0745563877551,-118.40077804081633,12,49,Los Angeles
Beverly Hills,FL,28.9246622706185,-82.46615451612479,65,145,Citrus
Bicknell,UT,38.342081,-111.551991,1,7,Wayne
Biddeford,ME,43.48255263157895,-70.49708399999997,11,19,York
Bidwell,OH,38.87708657142857,-82.29888400000002,3,7,Gallia
Bieber,CA,41.12858525,-121.13582550000001,2,12,Lassen
Big Arm,MT,47.80631884615384,-114.290065875,16,26,Lake
Big Bar,CA,40.75705909102306,-123.24257194768866,25,50,Trinity
Big Bear City,CA,34.21787140752808,-117.10671349461421,32,57,San Bernardino
Big Bend,WI,42.91147361993825,-88.21262591164921,21,39,Waukesha
Big Cove Tannery,PA,39.844801274999995,-78.06861855,8,40,Fulton
Big Falls,MN,48.165741554516785,-93.78280951046153,13,38,Koochiching
Big Flats,NY,42.13794,-76.953017,1,5,Chemung
Big Island,VA,37.54461066854764,-79.38406545245897,12,43,Bedford County
Big Lake,MN,45.3264957069737,-93.75793499667076,107,185,Sherburne
Big Oak Flat,CA,37.82517486363636,-120.25562490909091,3,11,Tuolumne
Big Pine,CA,37.17023863798105,-118.2767260770531,72,217,Inyo
Big Pine Key,FL,24.667903825234962,-81.30116165866647,42,54,Monroe
Big Pool,MD,39.641214218993234,-78.03001459091867,59,88,Washington
Big Rapids,MI,43.716211933466695,-85.52702086456509,2,5,Mecosta
Big Rock,TN,36.565819600000005,-87.7580817,2,10,Stewart
Big Rock,VA,37.365454,-82.1828445,2,6,Buchanan
Big Run,PA,40.968985747008546,-78.87367385982905,23,45,Jefferson
Big Sandy,MT,48.18377429501762,-110.0790311890233,14,32,Chouteau
Big Sky,MT,45.271992302008115,-111.34144507859996,162,341,Gallatin
Big Spring,TX,32.23428284672932,-101.51672896612781,18,38,Howard
Big Springs,NE,41.031883079750465,-102.13509626545024,15,35,Deuel
Big Stone Gap,VA,36.84996409075403,-82.75982227418304,18,62,Wise
Big Sur,CA,36.134703781991156,-121.6768630029394,201,288,Monterey
Big Timber,MT,45.819227330142866,-109.98258203757342,143,199,Sweet Grass
Bigelow,AR,35.026683,-92.644012,1,5,Perry
Bigelow,MN,43.53374982069488,-95.67198356672652,20,39,Nobles
Bigfork,MN,47.70332430375728,-93.69985336481308,18,39,Itasca
Bigfork,MT,48.03295415115664,-114.02389717448509,223,405,Flathead
Biggers,AR,36.34395917429443,-90.77489404203538,4,18,Randolph
Biggs,CA,39.42061339777455,-121.71632110113693,83,199,Butte
Bighorn,MT,46.15838662263763,-107.40719803408865,10,12,Treasure
Biglerville,PA,39.92591627687379,-77.30293323078901,53,183,Adams
Billerica,MA,42.55140352808331,-71.25713280387988,188,358,Middlesex
Billings,MO,37.07309813565892,-93.56004946511628,28,86,Christian
Billings,MT,45.782862727110405,-108.49496515136792,788,1379,Yellowstone
Billingsley,AL,32.628091817538085,-86.73952356698572,13,36,Autauga
Biloxi,MS,30.426576730567913,-88.91121194266859,62,119,Harrison
Binford,ND,47.535414,-98.326995,2,8,Griggs
Bingen,WA,45.71106076050478,-121.54633738384867,15,34,Klickitat
Bingham Lake,MN,43.90999214213929,-95.03556446353224,29,64,Cottonwood
Binghamton,NY,42.128125585130825,-75.89296142513453,168,268,Broome
Biola,CA,36.80369839473684,-120.01896457894736,10,19,Fresno
Birch River,WV,38.472111,-80.76827666666665,2,6,Nicholas
Birch Run,MI,43.25012055160899,-83.78509802720075,39,55,Saginaw
Birchwood,TN,35.335957916666665,-85.00460279901961,33,102,Hamilton
Bird In Hand,PA,40.05339473371648,-76.18684070114942,35,87,Lancaster
Bird Island,MN,44.765330325923806,-94.88600561917589,13,22,Renville
Bird in Hand,PA,40.066290727235945,-76.19615520656656,28,70,Lancaster
Birds Landing,CA,38.162512371527775,-121.8330303263889,11,24,Solano
Birds Lndg,CA,38.132851,-121.87084999999999,1,5,Solano
Birdsboro,PA,40.28708139033596,-75.83331480127889,88,174,Berks
Birdseye,IN,38.25284166666667,-86.72442666666667,6,15,Perry
Birdsnest,VA,37.438749521739126,-75.88252260869567,7,23,Northampton
Birmingham,AL,33.49163260386232,-86.7725092688822,5936,7151,Jefferson
Birmingham,IA,40.85672975,-91.94394087500001,5,16,Van Buren
Birney,MT,45.41429638461538,-106.46315246153846,2,13,Rosebud
Biscayne Park,FL,25.882712493396227,-80.18161301289308,21,53,Miami-Dade
Biscoe,AR,34.84059619501367,-91.43353663848193,105,129,Prairie
Biscoe,NC,35.35174913919684,-79.77116554241097,12,39,Montgomery
Bishop,CA,37.40680210055484,-118.43278411301051,391,887,Inyo
Bishop,GA,33.81076219607843,-83.49336262745098,6,17,Oconee
Bishop,TX,27.66128,-97.755516,2,6,Nueces
Bishopville,MD,38.40832681393984,-75.16212318151814,61,125,Worcester
Bishopville,SC,34.19951766212847,-80.26314142588677,365,835,Lee
Bismarck,AR,34.30254830687831,-93.15202778306877,12,21,Hot Spring
Bismarck,MO,37.781761,-90.612083,1,8,St. Francois
Bismarck,ND,46.84715584752435,-100.77904309551748,67,128,Burleigh
Bitely,MI,43.710678,-85.84947199999998,1,8,Newaygo
Bivalve,MD,38.307939000000005,-75.88395799999998,2,4,Wicomico
Bivins,TX,33.01970958693972,-94.20006036713504,2,4,Cass
Biwabik,MN,47.53284795818815,-92.33359264459929,17,41,St. Louis
Bixby,OK,35.95794816666667,-95.90208163768116,11,46,Tulsa
Blachly,OR,44.167048929969816,-123.5642442734546,22,34,Lane
Black Canyon City,AZ,34.12499138667457,-112.1405118875315,399,417,Yavapai
Black Creek,WI,44.4039953,-88.4382984,3,10,Outagamie
Black Diamond,WA,47.34088734615385,-122.018295,3,13,King
Black Eagle,MT,47.526562908653844,-111.27869541987178,19,52,Cascade
Black Earth,WI,43.14906427272728,-89.75882654545454,2,11,Dane
Black Hawk,CO,39.81682809677419,-105.48666951612904,10,31,Gilpin
Black Hawk,SD,44.197438,-103.34785700000002,1,3,Meade
Black Mountain,NC,35.60871936554646,-82.32243838058827,65,108,Buncombe
Black Oak,AR,35.839881,-90.3747535,2,5,Craighead
Black River Falls,WI,44.29968444052021,-90.83100676255583,28,46,Jackson
Black Rock,AR,36.10944866666667,-91.11634333333333,5,18,Lawrence
Blackduck,MN,47.77258464155836,-94.46162349024034,21,67,Beltrami
Blackfoot,ID,43.273852104665714,-112.40333257659195,35,56,Bingham
Blacklick,OH,39.99798921491228,-82.80021658991228,24,76,Franklin
Blacksburg,SC,35.13299086515569,-81.49940495907599,650,1050,Cherokee
Blacksburg,VA,37.21702581068109,-80.41859427898281,41,103,Montgomery
Blackshear,GA,31.323115105263156,-82.25631134210526,6,38,Pierce
Blackstock,SC,34.57371219017106,-81.07624261512538,82,191,Chester
Blackstone,MA,42.06105,-71.5271,1,4,Worcester
Blackstone,VA,37.085752915269424,-77.94981263660637,92,241,Nottoway
Blacksville,WV,39.719108,-80.240274,1,3,Monongalia
Blackville,SC,33.35734886867672,-81.28172104456966,87,300,Barnwell
Blackwater,MO,38.94174781023401,-92.97605632131905,36,55,Cooper
Blackwood,NJ,39.793140605507425,-75.05772878482,405,500,Camden
Bladen,NE,40.290106,-98.518758,1,4,Webster
Bladenboro,NC,34.58596135357143,-78.72647470654762,11,42,Bladen
Bladensburg,MD,38.941354454603584,-76.93170942503609,61,126,Prince George's
Blaine,TN,36.17713331034482,-83.68556856034483,9,29,Grainger
Blaine,WA,48.976437814533895,-122.7233475450565,30,59,Whatcom
Blair,NE,41.509728600128234,-96.13269181039544,17,63,Washington
Blair,SC,34.41137589753446,-81.31482939140189,30,90,Fairfield
Blair,WI,44.29853236363636,-91.22490059090909,4,22,Trempealeau
Blairs,VA,36.72221509056813,-79.37512992151352,41,102,Pittsylvania
Blairs Mills,PA,40.257644156249995,-77.7988753125,4,16,Huntingdon
Blairsburg,IA,42.51507296227088,-93.63935026702846,12,27,Hamilton
Blairsden Graeagle,CA,39.800521535863176,-120.63539601572289,74,130,Plumas
Blairsden-Graeagle,CA,39.811097038957,-120.65255095534732,9,21,Plumas
Blairstown,NJ,40.92988063007024,-74.9614008520315,70,99,Warren
Blairsville,GA,34.82896877777778,-83.94311325925926,6,27,Union
Blairsville,PA,40.42482414199092,-79.2700181001609,84,234,Westmoreland
Blakely,GA,31.377618035714285,-84.88137389285714,6,14,Early
Blakesburg,IA,41.00851893405433,-92.55707859948843,1,4,Wapello
Blakeslee,PA,41.08009812250143,-75.58368615629635,11,30,Monroe
Blanca,CO,37.40227727777778,-105.46270452777779,4,18,Costilla
Blanchard,ID,48.065112666666664,-117.016053,3,6,Bonner
Blanchard,ND,47.35297881446286,-97.25028437563951,2,11,Traill
Blanchard,PA,41.070084,-77.59881899999998,1,3,Centre
Blanchester,OH,39.229688,-83.90969799999998,2,6,Brown
Bland,VA,37.07141350388923,-81.13149907453767,130,152,Bland
Blandburg,PA,40.685016499999996,-78.4185425,4,8,Cambria
Blandford,MA,42.20046991408971,-72.94127849613027,15,41,Hampden
Blanding,UT,37.508691240985314,-109.55669747158676,34,97,San Juan
Blandon,PA,40.45190048987855,-75.89094750607288,14,19,Berks
Blauvelt,NY,41.06323362020856,-73.96279234724636,12,35,Rockland
Blencoe,IA,41.896652603685645,-96.10370744801267,8,13,Monona
Blenheim,SC,34.44900238044584,-79.62881643849299,48,146,Marlboro
Blevins,AR,33.887683,-93.551521,1,5,Hempstead
Bliss,ID,42.923266379025726,-114.96110512874233,21,37,Gooding
Bliss,NY,42.576992,-78.252703,1,4,Wyoming
Blissfield,MI,41.831434571428574,-83.8815314285714,2,7,Lenawee
Blocksburg,CA,40.376711500000006,-123.73485199999999,5,9,Humboldt
Blodgett,OR,44.609085691176475,-123.5922968382353,40,68,Benton
Blomkest,MN,44.95066716038303,-95.04401309788646,28,56,Kandiyohi
Bloomburg,TX,33.160399,-94.06575138888888,3,18,Cass
Bloomfield,CT,41.8386279375,-72.73101431250001,5,16,Hartford
Bloomfield,IA,40.76024252045773,-92.4656288365161,18,57,Davis
Bloomfield,IN,38.9929775026473,-86.82145593568951,30,65,Greene
Bloomfield,KY,37.881018,-85.301256225,5,20,Nelson
Bloomfield,NJ,40.80586798208248,-74.1868161910062,547,587,Essex
Bloomfield,NM,36.47767877011965,-107.91444049086863,3,10,San Juan
Bloomfield,NY,42.91923900000001,-77.51831800000002,1,2,Ontario
Bloomfield Hills,MI,42.60993583703281,-83.22199997653168,32,47,Oakland
Blooming Prairie,MN,43.8753772720516,-93.05584392673771,74,131,Steele
Bloomingburg,NY,41.55872721285401,-74.4414477284404,21,45,Sullivan
Bloomingburg,OH,39.69426212236961,-83.45804316973626,20,34,Fayette
Bloomingdale,GA,32.11599015867946,-81.35339115075942,61,96,Chatham
Bloomingdale,IL,41.949290755436934,-88.0971678146993,202,390,DuPage
Bloomingdale,IN,39.891809335,-87.23559692166667,6,18,Parke
Bloomingdale,NJ,41.002804166666664,-74.30819010416667,9,16,Passaic
Bloomingdale,OH,40.408737,-80.83217900000001,2,8,Jefferson
Bloomington,CA,34.06351623369695,-117.39736705257438,1530,1930,San Bernardino
Bloomington,IL,40.46203802012523,-89.01556405657425,49,86,McLean
Bloomington,IN,39.157956639035994,-86.55145746877304,91,279,Monroe
Bloomington,TX,28.694848,-96.824482,1,2,Victoria
Bloomington Springs,TN,36.22417671428572,-85.61419042857142,4,14,Jackson
Bloomsburg,PA,41.01468471014121,-76.44045624922755,425,716,Columbia
Bloomsbury,NJ,40.660431904152155,-75.06860050928675,16,22,Hunterdon
Bloomsdale,MO,37.994249,-90.20881200000001,1,6,Ste Genevieve
Bloomville,NY,42.3323495,-74.809281,2,6,Delaware
Blossburg,PA,41.6651063921666,-77.08313573926453,35,51,Tioga
Blossvale,NY,43.24001036942876,-75.69075650085368,34,102,Oneida
Blounts Creek,NC,35.361542,-76.925011,1,5,Beaufort
Blountstown,FL,30.438656909759878,-85.07200998910862,67,209,Calhoun
Blountsville,AL,34.11733933180096,-86.53719150646013,124,252,Blount
Blountville,TN,36.53285259820631,-82.36288172907655,57,108,Sullivan
Blowing Rock,NC,36.16760933333333,-81.64915103703704,8,27,Watauga
Bloxom,VA,37.828617058333336,-75.58057713333334,14,40,Accomack
Blue Ash,OH,39.247769999999996,-84.3849855,2,6,Hamilton
Blue Bell,PA,40.156423361740764,-75.280448038996,353,644,Montgomery
Blue Earth,MN,43.65188944549578,-94.0898898230652,124,169,Faribault
Blue Eye,MO,36.499729,-93.397362,1,9,Stone
Blue Grass,IA,41.51684207142857,-90.768299,3,14,Scott
Blue Hill,ME,44.45237,-68.555222,1,4,Hancock
Blue Hill,NE,40.29396425,-98.44644000000001,2,12,Webster
Blue Island,IL,41.64600706543828,-87.67087593311867,26,43,Cook
Blue Jay,CA,34.24385278975867,-117.2154670118418,25,58,San Bernardino
Blue Lake,CA,40.90832481313626,-123.85093506563504,153,208,Humboldt
Blue Mounds,WI,43.010349,-89.824448,2,6,Dane
Blue Mountain,AR,35.130922,-93.712594,1,5,Logan
Blue Mountain Lake,NY,43.857091,-74.431069,1,6,Hamilton
Blue Point,NY,40.757191,-73.034012,1,9,Suffolk
Blue Rapids,KS,39.75470423679469,-96.64755463554071,1,5,Marshall
Blue Ridge,GA,34.90483061538461,-84.3788803076923,3,13,Fannin
Blue Ridge,VA,37.38274625769231,-79.78721909660791,48,96,Botetourt
Blue Ridge Summit,PA,39.727852,-77.47103299999998,1,8,Franklin
Blue River,OR,44.3749766133268,-122.04448739776389,356,486,Linn
Blue Springs,MO,39.032176155876336,-94.28771147508571,313,327,Jackson
Blue Springs,MS,34.369371097203675,-88.86393576847136,10,22,Pontotoc
Blue Springs,NE,40.151337,-96.746857,1,5,Gage
Bluefield,VA,37.23015766648649,-81.34406729539702,17,49,Tazewell
Bluefield,WV,37.2797395718444,-81.17291352637324,30,75,Mercer
Bluemont,VA,39.10931942400275,-77.85017873263479,75,146,Loudoun
Bluewater,NM,35.267018,-107.97943966666668,2,9,Cibola
Bluff,UT,37.1999605087638,-109.56126664026006,14,44,San Juan
Bluff City,TN,36.483956,-82.227863,3,11,Sullivan
Bluffs,IL,39.685192,-90.5711502,5,10,Scott
Bluffton,GA,31.57107343431558,-84.85294862612149,7,8,Clay
Bluffton,IN,40.62714453333333,-85.1582934,3,15,Wells
Bluffton,MN,46.46745150562739,-95.24108288264226,6,15,Otter Tail
Bluffton,OH,40.87692278425926,-83.90296458333333,29,72,Allen
Bluffton,SC,32.25219881188657,-80.88613825033713,361,771,Beaufort
Blythe,CA,33.65690474944788,-114.57286571334555,260,465,Riverside
Blythe,GA,33.321925719444444,-82.18475368055556,24,60,Richmond
Blytheville,AR,35.9105492381524,-89.90539746919153,74,124,Mississippi
Blythewood,SC,34.19624838965199,-80.97347961630872,659,1213,Richland
Boalsburg,PA,40.78237758426678,-77.77995880028355,138,235,Centre
Boardman,OR,45.815319458990984,-119.81689264641884,148,164,Morrow
Boaz,AL,34.159440592857145,-86.26625243035714,19,56,Marshall
Boca Ciega,FL,27.81097690909091,-82.77646254545456,4,11,Pinellas
Boca Grande,FL,26.754086548913047,-82.26309630706521,27,92,Lee
Boca Raton,FL,26.37193312892385,-80.12182112039308,2113,2362,Palm Beach
Bock,MN,45.786758999999996,-93.5532965,2,6,Mille Lacs
Bodega,CA,38.34363426837042,-122.94534738555078,13,31,Sonoma
Bodega Bay,CA,38.340610507272075,-123.0474591961584,129,251,Sonoma
Bodfish,CA,35.58721319848834,-118.50012195545662,57,110,Kern
Boerne,TX,29.74802182501463,-98.69561509818848,62,105,Bexar
Bogart,GA,33.90577755113303,-83.50311337818886,12,36,Oconee
Bogata,TX,33.437503250000006,-95.194672375,2,8,Red River
Bogota,NJ,40.86699215311334,-74.0282600342805,17,30,Bergen
Bogue Chitto,MS,31.41803230104036,-90.47963290142808,13,24,Lincoln
Bohemia,NY,40.76239946264519,-73.11269662581677,133,169,Suffolk
Boiceville,NY,41.993078470588244,-74.26203747058823,3,17,Ulster
Boiling Springs,PA,40.15797715539452,-77.08901791992464,3,13,Cumberland
Boiling Springs,SC,35.032325680721115,-81.97648127855165,1483,2184,Spartanburg
Bois D Arc,MO,37.187414331999996,-93.590327244,9,25,Greene
Bois D'Arc,MO,37.19884082268747,-93.57083977802579,16,28,Greene
Boise,ID,43.60538287828409,-116.2561351336037,1376,1939,Ada
Bokeelia,FL,26.654891594666665,-82.13674064444444,28,75,Lee
Boles,AR,34.74542663636364,-94.09586954545453,6,22,Scott
Boligee,AL,32.80970604601042,-88.0190032646088,36,53,Greene
Bolinas,CA,37.91876655902174,-122.694764709529,42,92,Marin
Bolingbrook,IL,41.690035040324496,-88.06243917621546,450,530,Will
Bolivar,MO,37.614755464285714,-93.41052939285714,8,28,Polk
Bolivar,NY,42.0698205,-78.12414935714285,3,7,Allegany
Bolivar,OH,40.634181788482834,-81.46164255204873,29,43,Tuscarawas
Bolivar,PA,40.33337225,-79.15554325,2,8,Westmoreland
Bolivar,TN,35.24747027272727,-88.994979,2,11,Hardeman
Bolivia,NC,34.02882202537313,-78.16996661940298,20,67,Brunswick
Bolton,CT,41.76411239190447,-72.4501568009807,16,47,Capitol
Bolton,MA,42.43559484627832,-71.60314503740176,66,103,Worcester
Bolton,MS,32.35726462139186,-90.4332237333091,33,57,Hinds
Bolton,NC,34.315539930936446,-78.38371522329636,11,35,Columbus
